Season,TeamID,Seed
2013,3391,14
2013,3331,15
2013,3341,16
2013,3390,1
2013,3143,2
2013,3336,3
2013,3208,4
2013,3235,5
2013,3261,6
2013,3403,7
2013,3276,8
2013,3437,9
2013,3378,10
2013,3453,11
2013,3211,12
2013,3285,13
2013,3142,14
2013,3201,15
2013,3409,16
2014,3163,1
2014,3181,2
2014,3401,3
2014,3304,4
2014,3301,5
2014,3211,6
2014,3177,7
2014,3208,8
2014,3386,9
2014,3328,10
2014,3241,11
2014,3140,12
2014,3201,13
2014,3315,14
2014,3457,15
2014,3341,16
2014,3376,1
2014,3390,2
2014,3336,3
2014,3314,4
2014,3277,5
2014,3173,6
2014,3235,7
2014,3292,8
2014,3333,9
2014,3199,10
2014,3196,11
2014,3214,12
2014,3404,13
2014,3455,14
2014,3377,15
2014,3169,16
2014,3397,1
2014,3452,2
2014,3257,3
2014,3268,4
2014,3400,5
2014,3234,6
2014,3261,7
2014,3385,8
2014,3425,9
2014,3210,10
2014,3265,11
2014,3335,12
2014,3119,13
2014,3225,14
2014,3107,15
2014,3322,16
2014,3323,1
2014,3124,2
2014,3246,3
2014,3345,4
2014,3329,5
2014,3393,6
2014,3143,7
2014,3435,8
2014,3113,9
2014,3200,10
2014,3151,11
2014,3195,12
2014,3103,13
2014,3460,14
2014,3443,15
2014,3352,16
2015,3163,1
2015,3246,2
2015,3257,3
2015,3143,4
2015,3400,5
2015,3378,6
2015,3173,7
2015,3353,8
2015,3371,9
2015,3235,10
2015,3261,11
2015,3443,12
2015,3455,13
2015,3140,14
2015,3398,15
2015,3383,16
2015,3268,1
2015,3397,2
2015,3333,3
2015,3181,4
2015,3280,5
2015,3203,6
2015,3151,7
2015,3343,8
2015,3453,9
2015,3338,10
2015,3211,11
2015,3408,12
2015,3107,13
2015,3355,14
2015,3129,15
2015,3308,16
2015,3376,1
2015,3199,2
2015,3113,3
2015,3314,4
2015,3326,5
2015,3401,6
2015,3195,7
2015,3393,8
2015,3304,9
2015,3329,10
2015,3114,11
2015,3241,12
2015,3251,13
2015,3325,14
2015,3106,15
2015,3366,16
2015,3323,1
2015,3124,2
2015,3234,3
2015,3390,4
2015,3328,5
2015,3449,6
2015,3321,7
2015,3278,8
2015,3177,9
2015,3116,10
2015,3274,11
2015,3346,12
2015,3169,13
2015,3110,14
2015,3322,15
2015,3285,16
2016,3163,1
2016,3400,2
2016,3417,3
2016,3277,4
2016,3280,5
2016,3378,6
2016,3140,7
2016,3371,8
2016,3182,9
2016,3281,10
2016,3161,11
2016,3151,12
2016,3125,13
2016,3218,14
2016,3106,15
2016,3352,16
2016,3124,1
2016,3333,2
2016,3257,3
2016,3401,4
2016,3199,5
2016,3177,6
2016,3329,7
2016,3385,8
2016,3120,9
2016,3382,10
2016,3241,11
2016,3292,12
2016,3283,13
2016,3146,14
2016,3407,15
2016,3225,16
2016,3323,1
2016,3268,2
2016,3246,3
2016,3390,4
2016,3274,5
2016,3328,6
2016,3449,7
2016,3208,8
2016,3231,9
2016,3335,10
2016,3345,11
2016,3355,12
2016,3362,13
2016,3421,14
2016,3233,15
2016,3299,16
2016,3376,1
2016,3113,2
2016,3326,3
2016,3393,4
2016,3196,5
2016,3452,6
2016,3397,7
2016,3203,8
2016,3243,9
2016,3453,10
2016,3343,11
2016,3107,12
2016,3119,13
2016,3138,14
2016,3308,15
2016,3239,16
2017,3163,1
2017,3181,2
2017,3268,3
2017,3417,4
2017,3401,5
2017,3452,6
2017,3396,7
2017,3393,8
2017,3235,9
2017,3332,10
2017,3189,11
2017,3335,12
2017,3129,13
2017,3137,14
2017,3214,15
2017,3107,16
2017,3124,1
2017,3280,2
2017,3449,3
2017,3257,4
2017,3397,5
2017,3328,6
2017,3177,7
2017,3261,8
2017,3143,9
2017,3320,10
2017,3211,11
2017,3173,12
2017,3151,13
2017,3286,14
2017,3407,15
2017,3411,16
2017,3323,1
2017,3390,2
2017,3400,3
2017,3246,4
2017,3326,5
2017,3301,6
2017,3243,7
2017,3453,8
2017,3345,9
2017,3179,10
2017,3120,11
2017,3443,12
2017,3125,13
2017,3146,14
2017,3308,15
2017,3352,16
2017,3376,1
2017,3333,2
2017,3199,3
2017,3274,4
2017,3266,5
2017,3281,6
2017,3166,7
2017,3113,8
2017,3277,9
2017,3405,10
2017,3378,11
2017,3346,12
2017,3195,13
2017,3442,14
2017,3253,15
2017,3421,16
2018,3163,1
2018,3376,2
2018,3199,3
2018,3208,4
2018,3181,5
2018,3378,6
2018,3143,7
2018,3274,8
2018,3346,9
2018,3438,10
2018,3138,11
2018,3125,12
2018,3273,13
2018,3114,14
2018,3299,15
2018,3384,16
2018,3323,1
2018,3332,2
2018,3326,3
2018,3401,4
2018,3177,5
2018,3261,6
2018,3453,7
2018,3355,8
2018,3437,9
2018,3278,10
2018,3141,11
2018,3328,12
2018,3179,13
2018,3203,14
2018,3370,15
2018,3169,16
2018,3280,1
2018,3400,2
2018,3417,3
2018,3301,4
2018,3268,5
2018,3234,6
2018,3113,7
2018,3393,8
2018,3329,9
2018,3304,10
2018,3166,11
2018,3343,12
2018,3189,13
2018,3110,14
2018,3263,15
2018,3311,16
2018,3257,1
2018,3124,2
2018,3397,3
2018,3390,4
2018,3281,5
2018,3333,6
2018,3276,7
2018,3266,8
2018,3173,9
2018,3294,10
2018,3443,11
2018,3195,12
2018,3211,13
2018,3251,14
2018,3212,15
2018,3129,16
2019,3257,1
2019,3163,2
2019,3268,3
2019,3333,4
2019,3211,5
2019,3417,6
2019,3353,7
2019,3276,8
2019,3243,9
2019,3138,10
2019,3397,11
2019,3114,12
2019,3129,13
2019,3347,14
2019,3406,15
2019,3352,16
2019,3323,1
2019,3390,2
2019,3235,3
2019,3401,4
2019,3266,5
2019,3177,6
2019,3140,7
2019,3141,8
2019,3277,9
2019,3120,10
2019,3283,11
2019,3349,12
2019,3460,13
2019,3308,14
2019,3413,15
2019,3126,16
2019,3124,1
2019,3234,2
2019,3301,3
2019,3376,4
2019,3199,5
2019,3246,6
2019,3281,7
2019,3143,8
2019,3314,9
2019,3179,10
2019,3343,11
2019,3137,12
2019,3125,13
2019,3263,14
2019,3273,15
2019,3101,16
2019,3280,1
2019,3332,2
2019,3393,3
2019,3274,4
2019,3113,5
2019,3355,6
2019,3400,7
2019,3377,8
2019,3155,9
2019,3231,10
2019,3346,11
2019,3416,12
2019,3195,13
2019,3200,14
2019,3340,15
2019,3380,16
2021,3390,1
2021,3257,2
2021,3208,3
2021,3116,4
2021,3283,5
2021,3332,6
2021,3321,7
2021,3329,8
2021,3448,9
2021,3416,10
2021,3377,11
2021,3413,12
2021,3460,13
2021,3180,14
2021,3265,15
2021,3430,16
2021,3376,1
2021,3268,2
2021,3417,3
2021,3452,4
2021,3210,5
2021,3400,6
2021,3104,7
2021,3333,8
2021,3199,9
2021,3314,10
2021,3133,11
2021,3372,12
2021,3250,13
2021,3461,14
2021,3291,15
2021,3273,16
2021,3301,1
2021,3401,2
2021,3112,3
2021,3231,4
2021,3211,5
2021,3353,6
2021,3235,7
2021,3378,8
2021,3450,9
2021,3277,10
2021,3140,11
2021,3125,12
2021,3433,13
2021,3392,14
2021,3407,15
2021,3299,16
2021,3163,1
2021,3124,2
2021,3397,3
2021,3246,4
2021,3234,5
2021,3276,6
2021,3439,7
2021,3393,8
2021,3355,9
2021,3266,10
2021,3195,11
2021,3141,12
2021,3226,13
2021,3292,14
2021,3238,15
2021,3219,16
2022,3301,1
2022,3163,2
2022,3231,3
2022,3328,4
2022,3323,5
2022,3246,6
2022,3416,7
2022,3450,8
2022,3243,9
2022,3196,10
2022,3343,11
2022,3269,12
2022,3237,13
2022,3150,14
2022,3273,15
2022,3255,16
2022,3291,16
2022,3390,1
2022,3400,2
2022,3261,3
2022,3268,4
2022,3439,5
2022,3326,6
2022,3428,7
2022,3242,8
2022,3210,9
2022,3116,10
2022,3199,11
2022,3283,11
2022,3195,12
2022,3174,13
2022,3238,14
2022,3193,15
2022,3286,16
2022,3376,1
2022,3234,2
2022,3235,3
2022,3112,4
2022,3314,5
2022,3208,6
2022,3160,7
2022,3274,8
2022,3378,9
2022,3166,10
2022,3173,11
2022,3177,11
2022,3372,12
2022,3424,13
2022,3426,14
2022,3229,15
2022,3224,16
2022,3230,16
2022,3257,1
2022,3124,2
2022,3276,3
2022,3397,4
2022,3332,5
2022,3140,6
2022,3279,7
2022,3304,8
2022,3211,9
2022,3377,10
2022,3437,11
2022,3125,12
2022,3138,13
2022,3110,14
2022,3218,15
2022,3107,16
2023,3376,1
2023,3268,2
2023,3323,3
2023,3417,4
2023,3328,5
2023,3166,6
2023,3112,7
2023,3378,8
2023,3266,9
2023,3452,10
2023,3228,11
2023,3280,11
2023,3339,12
2023,3170,13
2023,3381,14
2023,3221,15
2023,3313,16
2023,3390,1
2023,3234,2
2023,3181,3
2023,3400,4
2023,3257,5
2023,3160,6
2023,3199,7
2023,3279,8
2023,3211,9
2023,3208,10
2023,3292,11
2023,3179,12
2023,3187,13
2023,3233,14
2023,3368,15
2023,3357,16
2023,3380,16
2023,3231,1
2023,3428,2
2023,3261,3
2023,3437,4
2023,3450,5
2023,3276,6
2023,3301,7
2023,3329,8
2023,3274,9
2023,3343,10
2023,3424,11
2023,3195,12
2023,3156,13
2023,3218,14
2023,3205,15
2023,3284,16
2023,3399,16
2023,3439,1
2023,3163,2
2023,3326,3
2023,3397,4
2023,3235,5
2023,3314,6
2023,3124,7
2023,3425,8
2023,3355,9
2023,3104,10
2023,3345,11
2023,3385,11
2023,3405,12
2023,3387,13
2023,3241,14
2023,3436,15
2023,3151,16
